use_brille=False
         38579640 function calls (38556996 primitive calls) in 6153.234 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    53584    0.506    0.000    0.506    0.000 {method 'reduce' of 'numpy.ufunc' objects}
    51008    0.040    0.000    0.501    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\numpy\core\fromnumeric.py:2162(sum)
      120    0.009    0.000    0.498    0.004 c:\users\mll13652\documents\pace_project\euphonic\euphonic\util.py:172(get_reference_data)
      671    0.001    0.000    0.484    0.001 <__array_function__ internals>:177(tile)
      671    0.008    0.000    0.481    0.001 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\numpy\lib\shape_base.py:1191(tile)
    52379    0.043    0.000    0.479    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
      120    0.001    0.000    0.466    0.004 <__array_function__ internals>:177(average)
      120    0.365    0.003    0.464    0.004 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\numpy\lib\function_base.py:396(average)
        1    0.000    0.000    0.411    0.411 c:\users\mll13652\documents\pace_project\euphonic\euphonic\plot.py:248(plot_2d)
  293/270    0.001    0.000    0.409    0.002 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\_api\deprecation.py:443(wrapper)
    37344    0.117    0.000    0.395    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\facets\plain\quantity.py:198(__new__)
        1    0.000    0.000    0.389    0.389 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\pyplot.py:1286(subplots)
     2090    0.013    0.000    0.382    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\facets\plain\registry.py:1211(parse_expression)
      855    0.001    0.000    0.370    0.000 <__array_function__ internals>:177(unique)
      855    0.003    0.000    0.368    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\numpy\lib\arraysetops.py:138(unique)
        1    0.000    0.000    0.364    0.364 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\pyplot.py:656(figure)
        1    0.000    0.000    0.364    0.364 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\pyplot.py:346(new_figure_manager)
      855    0.058    0.000    0.353    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\numpy\lib\arraysetops.py:323(_unique1d)
