ForceConstants data was loaded
Setting up dimensions...
Sampling 120 |q| shells between 0.0 1/Å and 3.0 1/Å
Final npts: 20000
Plotting figure: max intensity 2.212442256582971 1/meV
Saved plot to /mnt/ceph/home/rf1076209/brille-performance/tmp.png
ForceConstants data was loaded
Generating grid...
Grid generated with 13753 q-points. Calculating frequencies/eigenvectors...
Filling grid...
Setting up dimensions...
Sampling 120 |q| shells between 0.0 1/Å and 3.0 1/Å
Final npts: 20000
Plotting figure: max intensity 2.2124422565830226 1/meV
Saved plot to /mnt/ceph/home/rf1076209/brille-performance/tmp.png
         58258333 function calls (58192505 primitive calls) in 556.105 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
25706/25689    0.084    0.000    0.113    0.000 {method 'join' of 'str' objects}
2660/2453    0.082    0.000    1.147    0.000 {built-in method builtins.__build_class__}
    14778    0.081    0.000    0.169    0.000 enum.py:267(__call__)
    10605    0.079    0.000    0.860    0.000 registry.py:630(get_name)
     7846    0.079    0.000    0.387    0.000 fromnumeric.py:2105(sum)
10346/9733    0.079    0.000    0.167    0.000 unit.py:35(__init__)
25259/24862    0.078    0.000    0.575    0.000 {built-in method builtins.next}
    31222    0.078    0.000    0.078    0.000 {method 'strip' of 'bytes' objects}
        2    0.075    0.038    0.440    0.220 force_constants.py:967(_dipole_correction_init)
     8330    0.074    0.000    0.124    0.000 <frozen importlib._bootstrap_external>:59(<listcomp>)
    19125    0.074    0.000    0.075    0.000 re.py:324(_subx)
     1594    0.074    0.000    0.367    0.000 <frozen importlib._bootstrap_external>:1233(find_spec)
      250    0.073    0.000    0.073    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
  775/671    0.073    0.000    0.452    0.001 posixpath.py:400(_joinrealpath)
     1566    0.072    0.000    0.356    0.000 artist.py:972(update)
     8330    0.072    0.000    0.219    0.000 <frozen importlib._bootstrap_external>:57(_path_join)
    12588    0.071    0.000    0.110    0.000 <string>:12(__new__)
    25218    0.070    0.000    0.070    0.000 {method 'pop' of 'dict' objects}
  196/190    0.070    0.000    0.447    0.002 {method 'call' of '_tkinter.tkapp' objects}
    21664    0.068    0.000    0.134    0.000 __init__.py:686(__getitem__)
5433/1505    0.067    0.000    0.104    0.000 sre_parse.py:173(getwidth)
     7846    0.066    0.000    0.519    0.000 <__array_function__ internals>:2(sum)
    26047    0.065    0.000    0.065    0.000 {built-in method builtins.ord}
     1951    0.065    0.000    1.795    0.001 registry.py:1791(_convert)
    21166    0.064    0.000    0.064    0.000 util.py:404(__getitem__)
 2839/423    0.064    0.000    0.263    0.001 registry.py:865(_get_root_units_recurse)
    23507    0.064    0.000    0.064    0.000 {method 'rstrip' of 'str' objects}
     6188    0.064    0.000    0.243    0.000 castep.py:530(_read_entry)
    16167    0.062    0.000    0.118    0.000 {built-in method builtins.setattr}
     3902    0.062    0.000    0.450    0.000 registry.py:1349(_validate_and_extract)
     9888    0.062    0.000    0.090    0.000 _collections_abc.py:676(items)
     6045    0.061    0.000    0.203    0.000 quantity.py:458(units)
     7272    0.061    0.000    0.116    0.000 <__array_function__ internals>:2(where)
     8431    0.060    0.000    0.834    0.000 util.py:862(to_units_container)
      240    0.060    0.000   10.351    0.043 qpoint_frequencies.py:91(calculate_dos)
    19686    0.060    0.000    0.060    0.000 __init__.py:895(<genexpr>)
     5119    0.059    0.000    0.163    0.000 enum.py:803(__and__)
     6154    0.059    0.000    0.099    0.000 util.py:458(__copy__)
    12883    0.059    0.000    0.059    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
    22206    0.059    0.000    0.059    0.000 {method 'get' of 'dict' objects}
    20845    0.059    0.000    0.059    0.000 einsumfunc.py:989(_einsum_dispatcher)
     7111    0.059    0.000    0.113    0.000 posixpath.py:168(islink)
     2443    0.058    0.000    0.205    0.000 util.py:494(__truediv__)
    21074    0.058    0.000    0.058    0.000 {method 'endswith' of 'str' objects}
     9236    0.057    0.000    0.087    0.000 numeric.py:1358(<listcomp>)
7281/5435    0.056    0.000    4.786    0.001 <frozen importlib._bootstrap>:997(_handle_fromlist)
   1312/1    0.056    0.000  556.128  556.128 {built-in method builtins.exec}
    18549    0.055    0.000    0.055    0.000 {method 'read' of '_io.BufferedReader' objects}
     3902    0.053    0.000    0.186    0.000 registry.py:1334(_is_multiplicative)
     1172    0.052    0.000    0.229    0.000 inspect.py:2102(_signature_from_function)
    20080    0.052    0.000    0.052    0.000 artist.py:796(get_animated)
     3212    0.051    0.000    0.813    0.000 registry.py:1096(_parse_units)
     1164    0.050    0.000    0.050    0.000 {built-in method numpy.zeros}
     3174    0.050    0.000    0.525    0.000 registry.py:793(_get_root_units)
 3212/900    0.050    0.000    3.254    0.004 deprecation.py:384(wrapper)
    13982    0.050    0.000    0.050    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
    10745    0.050    0.000    0.075    0.000 mathtext.py:2839(<genexpr>)
     3032    0.049    0.000  206.430    0.068 numpy_func.py:41(_is_sequence_with_quantity_elements)
     4244    0.049    0.000    0.258    0.000 util.py:660(__eq__)
     6223    0.048    0.000    0.390    0.000 registry.py:341(UnitsContainer)
     1305    0.048    0.000    0.097    0.000 functools.py:44(update_wrapper)
 1867/238    0.048    0.000    0.167    0.001 abc.py:196(__subclasscheck__)
     3902    0.048    0.000    0.329    0.000 registry.py:1352(<listcomp>)
      101    0.047    0.000    0.054    0.001 cycler.py:364(by_key)
  124/123    0.047    0.000    0.063    0.001 {built-in method _imp.create_dynamic}
     2390    0.046    0.000    0.125    0.000 tokenize.py:355(detect_encoding)
     4618    0.046    0.000    0.680    0.000 <__array_function__ internals>:2(moveaxis)
    14763    0.046    0.000    0.052    0.000 enum.py:517(__new__)
    15285    0.046    0.000    0.046    0.000 {method 'replace' of 'str' objects}
     6674    0.045    0.000    0.227    0.000 {built-in method builtins.sorted}
     2863    0.044    0.000    2.008    0.001 registry.py:920(convert)
     3815    0.044    0.000    0.095    0.000 inspect.py:2452(__init__)
     7710    0.044    0.000    3.704    0.000 _asarray.py:14(asarray)
    14919    0.044    0.000    0.044    0.000 compat.py:178(is_upcast_type)
5236/2388    0.043    0.000    0.788    0.000 pint_eval.py:67(evaluate)
     2388    0.043    0.000    0.201    0.000 tokenize.py:464(tokenize)
     3888    0.042    0.000    0.075    0.000 __init__.py:2045(_setattr_cm)
    16935    0.042    0.000    0.042    0.000 inspect.py:2506(default)
     2932    0.042    0.000    0.107    0.000 __init__.py:353(__getattr__)
     2932    0.042    0.000    0.048    0.000 __init__.py:360(__getitem__)
     1101    0.041    0.000    0.209    0.000 validate.py:9(_check_constructor_inputs)
     1771    0.040    0.000    0.142    0.000 util.py:467(__mul__)
     9100    0.039    0.000    1.930    0.000 re.py:286(_compile)
      881    0.039    0.000    0.515    0.001 <frozen importlib._bootstrap>:870(_find_spec)
     2806    0.039    0.000    0.305    0.000 validate.py:159(_get_dtype)
     6225    0.039    0.000    0.056    0.000 definitions.py:118(is_multiplicative)
    12981    0.039    0.000    0.039    0.000 quantity.py:179(force_ndarray)
     1036    0.037    0.000    0.076    0.000 __init__.py:1682(normalize_kwargs)
    12981    0.037    0.000    0.037    0.000 quantity.py:183(force_ndarray_like)
     2383    0.037    0.000    2.953    0.001 quantity.py:642(to)
     7111    0.036    0.000    0.036    0.000 {built-in method posix.lstat}
  787/265    0.036    0.000    0.972    0.004 sre_parse.py:407(_parse_sub)
     1516    0.036    0.000  207.674    0.137 quantity.py:1643(__array_ufunc__)
      610    0.036    0.000    0.060    0.000 sre_compile.py:250(_optimize_charset)
        2    0.036    0.018  545.832  272.916 powder_map.py:59(main)
     2553    0.035    0.000    0.358    0.000 registry.py:1138(_eval_token)
      679    0.035    0.000    0.066    0.000 posixpath.py:338(normpath)
       32    0.035    0.001    0.174    0.005 __init__.py:794(_rc_params_in_file)
     5952    0.035    0.000    0.130    0.000 util.py:348(copy)
     1771    0.034    0.000    1.659    0.001 registry.py:1223(parse_expression)
     1516    0.034    0.000    0.484    0.000 numpy_func.py:133(get_op_output_unit)
    11759    0.034    0.000    0.034    0.000 _collections_abc.py:698(__init__)
     8459    0.033    0.000    0.033    0.000 {method 'mro' of 'type' objects}
     1618    0.033    0.000    0.075    0.000 inspect.py:2732(__init__)
     1124    0.033    0.000    0.287    0.000 quantity.py:1271(__rtruediv__)
     6077    0.033    0.000    1.789    0.000 re.py:231(compile)
     3972    0.033    0.000    0.033    0.000 {built-in method posix.stat}
     1518    0.033    0.000  103.584    0.068 numpy_func.py:61(_get_first_input_units)
1701/1201    0.033    0.000    0.343    0.000 inspect.py:2183(_signature_from_callable)
     1238    0.032    0.000    0.075    0.000 validate.py:92(_replace_dim)
     1518    0.032    0.000  103.107    0.068 numpy_func.py:97(convert_to_consistent_units)
    12382    0.032    0.000    0.032    0.000 {built-in method _struct.unpack}
      854    0.032    0.000    2.108    0.002 arraysetops.py:149(unique)
10119/9283    0.032    0.000    0.068    0.000 {built-in method builtins.hash}
    10815    0.032    0.000    0.032    0.000 {method 'expandtabs' of 'str' objects}
     5360    0.032    0.000    0.168    0.000 tokenize.py:152(_compile)
    10394    0.032    0.000    0.032    0.000 {method 'split' of 'str' objects}
    10366    0.032    0.000    0.032    0.000 fromnumeric.py:71(<dictcomp>)
        1    0.032    0.032    1.745    1.745 registry.py:593(_build_cache)
     1428    0.032    0.000    0.032    0.000 {method 'repeat' of 'numpy.ndarray' objects}
     5696    0.032    0.000    0.046    0.000 __init__.py:2254(_check_in_list)
      747    0.031    0.000    0.237    0.000 quantity.py:1168(_mul_div)
      648    0.031    0.000    0.113    0.000 font_manager.py:680(__init__)
     2743    0.031    0.000    1.490    0.001 fromnumeric.py:52(_wrapfunc)
     2135    0.031    0.000    0.181    0.000 registry.py:1071(parse_units)
3287/3207    0.031    0.000    0.051    0.000 typing.py:1164(__setattr__)
      768    0.030    0.000    0.065    0.000 version.py:261(__init__)
     1516    0.030    0.000    0.211    0.000 unit.py:176(__mul__)
     7432    0.030    0.000    0.041    0.000 sre_parse.py:248(match)
     4941    0.029    0.000    0.057    0.000 validate.py:58(_check_unit_conversion)
     1951    0.029    0.000    1.232    0.001 registry.py:1392(_convert)
      364    0.029    0.000    2.171    0.006 crystal.py:106(reciprocal_cell)
     8175    0.029    0.000    0.029    0.000 {method 'splitlines' of 'str' objects}
     1694    0.029    0.000    1.358    0.001 registry.py:1052(_dedup_candidates)
      845    0.028    0.000    0.126    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
     3034    0.028    0.000  103.044    0.034 numpy_func.py:72(convert_arg)
     9270    0.028    0.000    0.028    0.000 {built-in method _operator.index}
      264    0.027    0.000    0.292    0.001 lines.py:269(__init__)
     1424    0.027    0.000    0.103    0.000 <frozen importlib._bootstrap_external>:263(cache_from_source)
     5855    0.027    0.000    0.034    0.000 {method 'format' of 'str' objects}
     4749    0.027    0.000    0.051    0.000 util.py:646(__hash__)
     8920    0.027    0.000    0.027    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
     1249    0.027    0.000    0.196    0.000 formatting.py:261(format_unit)
     4097    0.026    0.000    0.691    0.000 <__array_function__ internals>:2(einsum)
     7345    0.026    0.000    0.047    0.000 _collections_abc.py:719(__iter__)
